Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1978","1978","kg/ha","3646.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1979","1979","kg/ha","3107.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1980","1980","kg/ha","2570.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","3800.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","3028.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","3030.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","3140.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","3562.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","3745","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","3189.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","3774.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","2910.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","3460.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","4044.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","4523.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","4355.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","4237.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","4522.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","4039.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","4555.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","6078","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","5370.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","5432.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","5455.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","6079.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","6476.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","6393.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","7358.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","5903","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","7665.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","6452.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","5576","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","7804","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","6350.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","5734.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","6603.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","6840.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","7309","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","7442.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","7575.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","6088.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","7861.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","7553.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","7429.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6732.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","5109.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1961","1961","kg/ha","3239.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1962","1962","kg/ha","3435.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1963","1963","kg/ha","3407.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1964","1964","kg/ha","3517.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1965","1965","kg/ha","3942.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1966","1966","kg/ha","3532.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1967","1967","kg/ha","3509.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1968","1968","kg/ha","3995.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1969","1969","kg/ha","3942.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1970","1970","kg/ha","3994.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1971","1971","kg/ha","3730.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1972","1972","kg/ha","3537.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1973","1973","kg/ha","3396.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1974","1974","kg/ha","3821","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1975","1975","kg/ha","3794.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1976","1976","kg/ha","3540.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1977","1977","kg/ha","3532","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1978","1978","kg/ha","3263.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1979","1979","kg/ha","3046.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1980","1980","kg/ha","3236","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1981","1981","kg/ha","3500","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1982","1982","kg/ha","3848.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1983","1983","kg/ha","3660.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1984","1984","kg/ha","3741.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1985","1985","kg/ha","3678.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1986","1986","kg/ha","3884.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1987","1987","kg/ha","3918.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1988","1988","kg/ha","4181","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1989","1989","kg/ha","4671.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1990","1990","kg/ha","3670.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1991","1991","kg/ha","4029.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1992","1992","kg/ha","5207.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1993","1993","kg/ha","4355.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1994","1994","kg/ha","4298.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1995","1995","kg/ha","5030.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1996","1996","kg/ha","5103.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1997","1997","kg/ha","5370.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1998","1998","kg/ha","4776.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","1999","1999","kg/ha","5733.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2000","2000","kg/ha","4779.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2001","2001","kg/ha","5749.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2002","2002","kg/ha","5719.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2003","2003","kg/ha","5400.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2004","2004","kg/ha","6266.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2005","2005","kg/ha","6016.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2006","2006","kg/ha","7061","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2007","2007","kg/ha","6560.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2008","2008","kg/ha","6827.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2009","2009","kg/ha","6884.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2010","2010","kg/ha","5764.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2011","2011","kg/ha","6790.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2012","2012","kg/ha","6661.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2013","2013","kg/ha","6718.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2014","2014","kg/ha","6504.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2015","2015","kg/ha","6698.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2016","2016","kg/ha","6763.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2017","2017","kg/ha","6508.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2018","2018","kg/ha","6903","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2019","2019","kg/ha","6491.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2020","2020","kg/ha","6599.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2021","2021","kg/ha","7266.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2022","2022","kg/ha","6569.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0113","Rice","2023","2023","kg/ha","6723.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1961","1961","kg/ha","976.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1962","1962","kg/ha","1162.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1963","1963","kg/ha","980.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1964","1964","kg/ha","1145.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1965","1965","kg/ha","1035.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1966","1966","kg/ha","1160","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1967","1967","kg/ha","1185.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1968","1968","kg/ha","1089.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1969","1969","kg/ha","1127.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1970","1970","kg/ha","1032","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1971","1971","kg/ha","1624","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1972","1972","kg/ha","1147.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1973","1973","kg/ha","1732.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1974","1974","kg/ha","1483.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1975","1975","kg/ha","1362.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1976","1976","kg/ha","1603.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1977","1977","kg/ha","2121.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1978","1978","kg/ha","2173.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1979","1979","kg/ha","2312.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1980","1980","kg/ha","1724.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1981","1981","kg/ha","2005.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1982","1982","kg/ha","2090","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1983","1983","kg/ha","1753.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1984","1984","kg/ha","2405.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1985","1985","kg/ha","1988.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1986","1986","kg/ha","2141.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1987","1987","kg/ha","1896.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1988","1988","kg/ha","2263.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1989","1989","kg/ha","1653.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1990","1990","kg/ha","2156.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1991","1991","kg/ha","2275","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1992","1992","kg/ha","2291.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1993","1993","kg/ha","2158.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1994","1994","kg/ha","2038.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1995","1995","kg/ha","2044.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1996","1996","kg/ha","2105.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1997","1997","kg/ha","1721.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1998","1998","kg/ha","2693.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","1999","1999","kg/ha","2445","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2000","2000","kg/ha","2331.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2001","2001","kg/ha","2584.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2002","2002","kg/ha","2630.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2003","2003","kg/ha","2803.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2004","2004","kg/ha","2207.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2005","2005","kg/ha","2728.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2006","2006","kg/ha","2679.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2007","2007","kg/ha","2971.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2008","2008","kg/ha","2821.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2009","2009","kg/ha","1848","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2010","2010","kg/ha","2905.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2011","2011","kg/ha","2605.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2012","2012","kg/ha","2281.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2013","2013","kg/ha","2539.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2014","2014","kg/ha","2773.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2015","2015","kg/ha","3175.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2016","2016","kg/ha","3014.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2017","2017","kg/ha","3171.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2018","2018","kg/ha","2315.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2019","2019","kg/ha","3334","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2020","2020","kg/ha","2919.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2021","2021","kg/ha","2806.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2022","2022","kg/ha","2763","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0141","Soya beans","2023","2023","kg/ha","1744.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1961","1961","kg/ha","1295","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1962","1962","kg/ha","1522.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1963","1963","kg/ha","1575.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1964","1964","kg/ha","1835.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1965","1965","kg/ha","1321.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1966","1966","kg/ha","1198.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1967","1967","kg/ha","1259.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1968","1968","kg/ha","983.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1969","1969","kg/ha","1352.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1970","1970","kg/ha","1329.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1971","1971","kg/ha","1266.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1972","1972","kg/ha","1591.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1973","1973","kg/ha","1657.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1974","1974","kg/ha","1410.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1975","1975","kg/ha","1626","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1976","1976","kg/ha","1704.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1977","1977","kg/ha","1361.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1978","1978","kg/ha","1739.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1979","1979","kg/ha","1693.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1980","1980","kg/ha","1559.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1981","1981","kg/ha","1401.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1982","1982","kg/ha","2050.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1983","1983","kg/ha","1840.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1984","1984","kg/ha","2306.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1985","1985","kg/ha","1617.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1986","1986","kg/ha","1781.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1987","1987","kg/ha","1884.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1988","1988","kg/ha","1834.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1989","1989","kg/ha","1894.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1990","1990","kg/ha","1894.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1991","1991","kg/ha","1897.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0111","Wheat","1992","1992","kg/ha","2180.9","A","Official figure",""
